id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
CFO-240,P1,14.11,both,统一 CLI adapter streaming contract,在 packages/core/src/adapters 统一 ICliAdapter 的流式调用协议，收敛 Claude 独立 stream、Codex send 加 stream true 内部消费流，与 Gemini receive currentStream 壳层三套入口，调用方不再依赖 provider 特判。,ICliAdapter 暴露单一且可复用的流式入口；Claude Codex Gemini 三个 adapter 都通过同一 contract 提供流式响应；Codex send(stream:true) 明确拒绝并提示改用 stream()，避免保留双入口 shim；现有 hook_on_stream 与 history 写回语义保持一致；adapter tests 覆盖正常流式、无活动流与结束清理。,AUTOSERVER,先复用现有 SendOptions StreamChunk HookManager 与 tests 结构；禁止新建平行 streaming runtime；Review 时核对调用方不再需要区分 send 加 stream 与独立 stream 两种协议。,回归 Claude Codex Gemini 三个 adapter 的流式成功路径、异常路径、history 写回与 stream hook 触发；确认现有非流式 send 语义不回退，并确认 Codex send(stream:true) 改为稳定报错提示 Use stream()。,已完成,已完成,已完成,已提交,,packages/core/src/adapters/types.ts:93;packages/core/src/adapters/ClaudeAdapter.ts:122;packages/core/src/adapters/ClaudeAdapter.ts:137;packages/core/src/adapters/CodexAdapter.ts:78;packages/core/src/adapters/CodexAdapter.ts:133;packages/core/src/adapters/__tests__/CodexAdapter.test.ts:189;packages/core/src/adapters/__tests__/CodexAdapter.test.ts:196;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:265;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:302;packages/core/src/adapters/__tests__/CodexAdapter.real_provider.test.ts:112,picked_reason:当前 worktree 残留 Codex shim 已偏离 30a251d/d82a44c 的 unified stream() 状态，需优先回退到单一流式入口并收口唯一 CSV。 followup_reopen:2026-04-18 清理 Codex send(stream:true) shim 漂移并恢复统一 stream() contract。 done_at:2026-04-18 validation_limited:当前 worktree 缺少 vitest 可执行入口，无法运行 targeted adapter tests。 manual_test:pnpm exec vitest run "packages/core/src/adapters/__tests__/CodexAdapter.test.ts" "packages/core/src/adapters/__tests__/GeminiAdapter.test.ts" evidence:CodexAdapter.send 在 stream=true 时已恢复稳定抛错 Use stream() for streaming responses；CodexAdapter.test 已恢复 send(stream:true) 抛错断言；当前 CSV 状态与代码目标均回到 unified stream()。 risk:low 变更仅限 Codex unified stream contract 与对应测试、CSV 文义收口，未触碰 Claude/Gemini 运行时代码。 dist_followup_done:2026-04-18 补齐 packages/core/dist/adapters/CodexAdapter.js 与 packages/core/dist/adapters/CodexAdapter.d.ts 的 unified stream() contract，消费包产物不再保留 send(stream:true) shim。 dist_validation_limited:当前工作区缺少 openai 依赖，Node 直连 dist 验证在模块解析阶段失败，未完成消费侧动态执行。 dist_manual_test:安装 openai 依赖后在包消费侧调用 CodexAdapter.send 且 stream=true，断言稳定报错 Use stream() for streaming responses；再调用 stream() 验证返回 StreamChunk。 dist_evidence:packages/core/dist/adapters/CodexAdapter.js:38、98、139、183 与 packages/core/dist/adapters/CodexAdapter.d.ts:19、26 已对齐 src contract。 dist_map_sync_done:2026-04-18 使用本地 TypeScript transpileModule/transpileDeclaration 重生成并同步 CodexAdapter.js.map 与 CodexAdapter.d.ts.map，未改动 dist js/d.ts 正文。



CFO-250,P1,14.12,both,补齐 Gemini adapter 真实 streaming 实现,在统一 streaming contract 下为 GeminiAdapter 补齐真实 provider streaming 链路，消除 currentStream 仅作壳层缓存而没有稳定初始化与清理的问题，并让多模态输入沿同一路径流式返回。,GeminiAdapter 能直接发起流式请求并产出 StreamChunk；currentStream 在开始、结束、失败三种路径上都有明确生命周期；hook_on_stream 与最终 assistant history 写回生效；tests 覆盖文本与多模态输入的流式或降级行为。,AUTOSERVER,先复用现有 GeminiAdapter send receive tests 与 provider SDK 模式；禁止把 streaming 逻辑塞回调用方；Review 时核对 currentStream 清理与 error path 不泄漏状态。,回归 Gemini 非流式 send、流式响应、无活动流错误、多模态输入与 hook 触发；确认 Codex Claude 行为不受影响。,已完成,已完成,已完成,已提交,,packages/core/src/adapters/GeminiAdapter.ts:31;packages/core/src/adapters/GeminiAdapter.ts:79;packages/core/src/adapters/GeminiAdapter.ts:149;packages/core/src/adapters/types.ts:90;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:18;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:267;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:301;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:348,picked_reason:P1 且 Gemini 当前仍缺多模态流式入口与失败清理验证，优先补齐真实 streaming 执行面。 evidence:npm test -- --run packages/core/src/adapters/__tests__/GeminiAdapter.test.ts 通过（34 tests）；npm test -- --run packages/core/src/adapters/__tests__/ClaudeAdapter.test.ts packages/core/src/adapters/__tests__/CodexAdapter.test.ts 通过（56 tests）。 extra_validation:npm exec tsc -- -p packages/core/tsconfig.json --noEmit 失败，原因是当前工作区缺少 openai 与 @google/generative-ai 模块声明。 risk:low 变更仅收口 Gemini stream 入口并补测试，Claude/Codex 回归通过。 done_at:2026-04-18



CFO-260,P1,14.13,both,对齐 Codex 与 Gemini 的 history governance 语义,把 CodexAdapter 与 GeminiAdapter 的 rewind compact 从简单消息裁剪收敛为与 ClaudeAdapter 一致的轮次回退与压缩治理语义，并明确 tool turn 与 assistant turn 的边界。,Codex 与 Gemini 的 rewind compact 以会话轮次而非裸 message 数量为单位；压缩后保留可继续对话的最小上下文与治理元信息；Claude 现有语义不回退；tests 覆盖奇偶轮次、边界值与已压缩 history。,AUTOSERVER,先以 ClaudeAdapter 的 rewind compact 语义为对照真相源；禁止只改异常文案不改治理模型；Review 时核对 tool turn、assistant turn 与 system prompt 三类历史边界。,回归 Codex Gemini Claude 三个 adapter 的 rewind compact 边界与后续 send 流程；确认历史治理收敛后 HotSwap 与 getHistory 结果仍可复用。,未开始,未开始,未开始,未提交,,packages/core/src/adapters/CodexAdapter.ts:163;packages/core/src/adapters/CodexAdapter.ts:170;packages/core/src/adapters/GeminiAdapter.ts:165;packages/core/src/adapters/GeminiAdapter.ts:172;packages/core/src/adapters/ClaudeAdapter.ts:266;packages/core/src/adapters/ClaudeAdapter.ts:284;packages/core/src/adapters/__tests__/CodexAdapter.test.ts:254;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:315,picked_reason:provider 流式接通后 Codex 与 Gemini 的 rewind compact 仍与 Claude 治理语义分裂，必须先统一 history governance 才能稳定承接热更新与回归。



CFO-270,P1,14.14,both,对齐 Gemini adapter configure 与 provider request config,扩展 GeminiAdapter.configure 使其像 Claude 与 Codex 一样完整处理 model、temperature、maxTokens、apiKey、baseURL、timeout、maxRetries 等 provider request config 更新，而不是只切 model。,GeminiAdapter.configure 可合并运行时参数与 provider 请求参数；getConfig 返回更新后的完整配置；显式传入的 0 值与 undefined 语义清晰；tests 覆盖局部更新与 provider config 更新。,AUTOSERVER,先复用 AdapterConfig ConfigManager 与 Claude Codex configure 语义；禁止新建 Gemini 专属配置模型；Review 时核对 0 值、未传与 provider 认证参数三类更新语义。,回归 Gemini send stream configure 连续调用 与 getConfig 输出；确认 Codex Claude configure tests 继续成立，且 hot update 后不会丢失 provider 配置。,未开始,未开始,未开始,未提交,,packages/core/src/adapters/GeminiAdapter.ts:178;packages/core/src/adapters/CodexAdapter.ts:177;packages/core/src/adapters/ClaudeAdapter.ts:314;packages/core/src/adapters/types.ts:48;packages/core/src/config/ConfigManager.ts:118;packages/core/src/adapters/__tests__/GeminiAdapter.test.ts:378,picked_reason:Gemini configure 仍只切 model，如果不先补齐 provider request config 语义，后续 hot update 与运行时配置收口会继续漂移。



CFO-280,P1,14.15,both,打通 hot update 到 adapter configure 的 runtime bridge,在 HotSwapManager 保留 history context 迁移的同时，把 resolved runtime config 与 provider request config 显式下发到 newAdapter.configure，使模型切换后的 adapter 真正接收最新 runtime 配置。,switchModel 或相关 hot update 流程会把 resolved config 下发给 adapter.configure；model、temperature、maxTokens、timeout、maxRetries 与 provider endpoint 更新能在切换后生效；0 值与未传语义不丢失；HotSwap tests 覆盖 preserveHistory、migrateContext 与 configure bridge 组合场景。,AUTOSERVER,先复用现有 HotSwapManager ConfigManager AdapterConfig 接口；禁止在 HotSwap 内复制一份平行 runtime config 模型；Review 时核对历史迁移与配置下发的职责边界。,回归 preserveHistory、migrateContext 与 configure bridge 组合路径；确认 adapter 切换后 history 行为不回退，且 Codex Gemini Claude 都能拿到一致的 runtime config 输入。,未开始,未开始,未开始,未提交,,packages/core/src/hotswap/HotSwapManager.ts:117;packages/core/src/hotswap/HotSwapManager.ts:128;packages/core/src/hotswap/HotSwapManager.ts:135;packages/core/src/hotswap/HotSwapManager.ts:292;packages/core/src/hotswap/__tests__/HotSwapManager.test.ts:239;packages/core/src/hotswap/__tests__/HotSwapManager.test.ts:448;packages/core/src/config/ConfigManager.ts:118,picked_reason:adapter 内部语义对齐后，还必须把 resolved runtime config 通过 HotSwapManager 下发到 adapter.configure，否则热更新仍只有 history 迁移，没有配置生效。



CFO-290,P2,14.16,both,扩展 hooks Message 为 richer tool turn schema,把 packages/core/src/hooks/types.ts 中仅支持 user assistant system 加 string content 的 Message 收敛为可表达 tool turn、tool result 与结构化 content 的统一 schema，并保持现有纯文本消息向后兼容；该任务保持横切层边界，不混入 provider 专属实现。,Message schema 能表示 assistant tool call、tool result 与结构化 content；HookManager Commander 与 adapter history 使用同一 richer schema；现有 string content 用户路径继续可用；tests 覆盖文本消息与 tool turn message 的 hook 与 history 传递。,AUTOSERVER,先从 hooks types HookManager Commander adapter history 的共享边界下手；禁止在单个 provider 内私自扩 Message 旁路结构；Review 时核对向后兼容与序列化边界。,回归普通 user assistant system 文本消息、tool turn message、tool result message 与 getHistory setHistory 流程；确认未改动 provider 时现有文本路径仍可运行。,未开始,未开始,未开始,未提交,,packages/core/src/hooks/types.ts:13;packages/core/src/hooks/HookManager.ts:198;packages/core/src/adapters/types.ts:59;packages/core/src/adapters/types.ts:96;packages/core/src/commander/Commander.ts:94;packages/core/src/commander/Commander.ts:175,picked_reason:tool turn 与 tool result richer message schema 属于横切真相源，需要单独建条处理，避免继续混进单一 provider issue。



